yob,sob,qob,educ,lwage
31,48,4,12,5.790019
31,48,4,12,6.908068
31,48,4,10,6.001272
31,31,4,13,5.90174
31,48,4,12,5.012301
31,48,4,16,7.274
31,38,4,17,6.357876
31,17,4,16,5.885837
31,48,4,14,6.02107
31,48,4,12,4.495414
31,48,4,14,6.351188
31,48,4,12,6.001272
31,17,4,14,6.422404
31,40,4,12,7.274
31,48,4,19,6.907851
31,48,4,14,6.583649
31,20,4,13,5.441835
31,40,4,17,6.6943
31,31,4,16,6.645516
31,19,4,17,6.999651
31,40,4,12,6.357876
31,48,4,17,5.664895
31,48,4,16,5.901214
31,8,4,16,6.2148
31,48,4,9,5.988335
31,48,4,14,5.670226
31,48,4,15,6.092223
31,17,4,16,6.452261
31,48,4,15,6.453171
31,42,4,10,6.161897
31,40,4,15,6.288895
31,40,4,15,5.790019
31,48,4,12,5.521845
31,55,4,14,6.540169
31,48,4,12,5.441835
31,48,4,14,5.521845
31,21,4,12,5.595926
31,48,4,9,5.521845
31,48,4,8,6.001272
31,48,4,12,5.910119
31,40,4,16,6.322254
31,39,4,20,5.718734
31,26,4,17,6.39066
31,48,4,16,5.991715
31,5,4,16,6.2148
31,28,4,18,5.892228
31,48,4,15,6.453171
31,48,4,13,5.913763
31,39,4,16,6.190859
31,48,4,16,6.787433
31,19,4,18,4.825811
31,48,4,14,1.909543
31,48,4,17,6.070249
31,48,4,5,5.675502
31,47,4,20,6.646016
31,22,4,12,5.818998
31,22,4,12,6.065796
31,26,4,16,6.505123
31,27,4,14,6.252534
31,40,4,18,6.848434
31,48,4,16,5.813269
31,48,4,10,5.790019
31,40,4,15,7.025649
31,48,4,17,5.891697
31,48,4,14,6.047781
31,48,4,14,6.327422
31,17,4,17,6.131017
31,1,4,12,5.847161
31,48,4,14,6.107323
31,5,4,12,5.729413
31,40,4,12,6.001272
31,28,4,13,5.729413
31,48,4,14,6.20708
31,13,4,16,7.536364
31,46,4,16,6.927656
31,48,4,12,6.127824
31,36,4,14,5.952494
31,48,4,13,6.23587
31,48,4,17,6.546261
31,54,4,14,6.494713
31,48,4,14,6.512002
31,29,4,19,6.252534
31,26,4,17,6.874019
31,25,4,16,6.868635
31,48,4,9,5.656194
31,48,4,16,6.270879
31,48,4,8,5.521877
31,48,4,12,5.713034
31,29,4,18,6.749638
31,48,4,12,5.664895
31,48,4,15,5.790019
31,42,4,12,5.885837
31,48,4,14,6.288895
31,48,4,12,5.906462
31,48,4,8,5.298817
31,27,4,14,5.784121
31,13,4,12,6.134774
31,8,4,14,6.175587
31,48,4,16,6.461624
31,48,4,9,6.058179
31,48,4,8,5.664895
31,5,4,17,6.645516
31,48,4,12,6.453171
31,48,4,17,6.453171
31,40,4,12,6.700308
31,48,4,6,5.259597
31,48,4,16,5.997456
31,48,4,16,5.259597
31,48,4,9,5.911682
31,48,4,12,5.952494
31,17,4,12,5.552885
31,48,4,12,2.961499
31,48,4,17,6.001724
31,17,4,12,6.047781
31,48,4,12,6.175587
31,23,4,13,6.357876
31,19,4,14,6.357876
31,40,4,12,5.004849
31,48,4,12,5.847161
31,48,4,12,4.922924
31,48,4,11,6.077333
31,48,4,3,5.248667
31,48,4,13,6.62659
31,8,4,12,5.505738
31,48,4,12,5.952494
31,48,4,6,5.595926
31,48,4,10,5.441835
31,48,4,12,4.566949
31,48,4,16,5.94698
31,17,4,4,5.809768
31,35,4,12,6.134774
31,17,4,13,6.047781
31,35,4,17,5.45013
31,48,4,12,5.870763
31,48,4,6,4.566949
31,4,4,12,5.581542
31,48,4,6,4.905987
31,35,4,8,5.847161
31,35,4,12,5.011276
31,48,4,12,5.817283
31,48,4,12,5.521845
31,48,4,10,5.521845
31,48,4,12,5.790019
31,48,4,7,4.387221
31,48,4,8,5.595926
31,48,4,6,5.595926
31,48,4,12,5.729413
31,48,4,16,5.829794
31,48,4,5,5.664895
31,48,4,13,5.927182
31,48,4,4,5.036578
31,48,4,12,5.744938
31,48,4,15,4.833009
31,48,4,12,4.942329
31,36,4,16,6.175587
31,17,4,12,5.952494
31,48,4,11,6.175587
31,48,4,10,6.620201
31,26,4,11,6.001272
31,48,4,13,6.085681
31,48,4,14,5.595926
31,48,4,12,6.110742
31,48,4,9,4.326705
31,50,4,17,6.422404
31,17,4,14,6.288895
31,48,4,3,5.218795
31,48,4,13,6.001272
31,25,4,15,6.512002
31,48,4,12,5.847161
31,48,4,0,5.441835
31,55,4,19,6.422404
31,48,4,12,5.20833
31,48,4,4,5.285211
31,34,4,14,6.32398
31,35,4,12,5.193491
31,48,4,12,6.047781
31,48,4,6,4.654912
31,48,4,20,6.562145
31,48,4,0,5.739592
31,31,4,16,6.006022
31,48,4,16,5.079372
31,26,4,12,5.503219
31,34,4,12,5.847161
31,38,4,17,5.901214
31,35,4,13,5.818998
31,40,4,12,5.703462
31,48,4,13,6.550668
31,48,4,9,5.598792
31,48,4,14,5.521845
31,20,4,14,7.266303
31,48,4,11,5.815565
31,48,4,12,5.490605
31,42,4,14,5.952494
31,48,4,12,5.901214
31,28,4,14,4.662168
31,48,4,14,6.047781
31,6,4,12,5.847161
31,17,4,16,6.134774
31,48,4,12,5.697674
31,35,4,12,6.288895
31,8,4,15,6.175587
31,48,4,16,7.274
31,31,4,15,4.784013
31,20,4,12,6.645516
31,25,4,12,5.441835
31,48,4,14,6.358209
31,48,4,16,5.416656
31,48,4,12,5.658208
31,21,4,14,8.006784
31,48,4,17,6.437905
31,48,4,16,5.608889
31,48,4,5,5.729413
31,40,4,16,5.408839
31,48,4,12,5.901214
31,48,4,16,5.684313
31,48,4,13,5.729413
31,48,4,12,5.606579
31,37,4,4,4.985317
31,26,4,12,6.2451
31,54,4,11,5.377324
31,48,4,12,5.058878
31,48,4,15,5.451781
31,29,4,16,5.664895
31,40,4,20,5.97718
31,48,4,11,5.365706
31,48,4,11,5.952494
31,48,4,3,6.62024
31,5,4,16,5.983985
31,45,4,16,6.306591
31,48,4,15,5.847161
31,48,4,12,4.461699
31,48,4,16,5.030694
31,48,4,16,6.175587
31,33,4,16,7.067467
31,29,4,12,6.313133
31,48,4,10,4.202106
31,48,4,12,6.313583
31,48,4,13,6.087867
31,48,4,12,5.847161
31,1,4,12,6.214816
31,48,4,13,5.790019
31,40,4,10,6.204363
31,48,4,4,6.07424
31,48,4,14,5.778188
31,38,4,12,6.709508
31,47,4,18,4.412798
31,13,4,18,6.879573
31,26,4,9,6.357876
31,22,4,13,6.065796
31,48,4,8,5.489811
31,48,4,9,5.404303
31,40,4,12,5.901214
31,48,4,14,6.2148
31,48,4,16,6.32398
31,48,4,17,7.520964
31,48,4,11,5.627321
31,48,4,16,7.274
31,48,4,15,5.193512
31,13,4,7,5.136364
31,48,4,15,6.827817
31,48,4,12,5.441835
31,5,4,4,5.441835
31,20,4,17,6.357876
31,8,4,10,5.483889
31,25,4,20,6.861409
31,48,4,12,5.847161
31,48,4,14,5.441835
31,48,4,16,6.175587
31,48,4,16,6.306591
31,54,4,12,7.274
31,48,4,18,6.464019
31,48,4,15,5.952494
31,22,4,11,6.092223
31,41,4,16,4.972081
31,48,4,13,5.339806
31,48,4,15,5.664895
31,48,4,14,6.134774
31,21,4,20,6.253644
31,48,4,17,5.385289
31,22,4,16,6.868635
31,48,4,14,6.32398
31,40,4,17,6.134774
31,48,4,18,6.134774
31,48,4,12,5.913841
31,48,4,15,6.684768
31,48,4,8,5.847161
31,48,4,11,5.802873
31,48,4,16,6.079537
31,5,4,16,6.745354
31,12,4,16,6.670206
31,48,4,12,6.043226
31,48,4,10,6.109461
31,17,4,10,6.134774
31,48,4,12,6.047781
31,48,4,19,6.32398
31,42,4,17,6.288895
31,37,4,12,6.134774
31,48,4,12,6.175587
31,48,4,12,6.134774
31,28,4,20,6.6943
31,48,4,12,6.455592
31,48,4,12,5.847161
31,48,4,17,6.024797
31,22,4,10,5.622698
31,48,4,12,5.901214
31,54,4,16,7.130976
31,48,4,16,7.042572
31,48,4,12,6.064456
31,9,4,12,7.274
31,21,4,16,7.010815
31,48,4,12,5.636505
31,42,4,16,5.790019
31,48,4,14,6.442816
31,6,4,13,6.214816
31,47,4,14,6.645516
31,25,4,16,7.050939
31,47,4,12,5.441835
31,20,4,19,6.981953
31,48,4,12,6.540169
31,17,4,17,6.868635
31,40,4,16,5.847161
31,48,4,12,5.76298
31,48,4,16,7.274
31,40,4,11,6.214993
31,48,4,15,5.847161
31,48,4,16,7.274
31,1,4,13,6.241362
31,42,4,12,6.175587
31,48,4,5,5.847161
31,48,4,12,2.961499
31,48,4,12,6.288895
31,48,4,12,5.259597
31,48,4,13,6.357876
31,22,4,10,5.501987
31,48,4,12,6.175587
31,48,4,16,7.034134
31,48,4,7,5.595926
31,48,4,16,6.647514
31,48,4,12,5.657294
31,48,4,14,5.952494
31,28,4,13,6.252534
31,34,4,20,5.745004
31,48,4,12,5.624087
31,34,4,12,5.622002
31,48,4,10,5.913773
31,48,4,17,5.952494
31,40,4,11,5.82071
31,37,4,12,6.468561
31,48,4,12,6.092223
31,42,4,14,6.175587
31,48,4,10,5.927204
31,48,4,7,4.829313
31,48,4,16,6.670206
31,48,4,5,5.561066
31,31,4,12,6.384189
31,48,4,10,1.221672
31,48,4,12,4.965397
31,48,4,6,5.209381
31,48,4,10,5.790019
31,13,4,12,5.298942
31,48,4,12,6.274508
31,48,4,12,6.047781
31,48,4,12,6.092223
31,48,4,12,5.664895
31,48,4,12,6.357876
31,48,4,10,6.32398
31,37,4,12,5.559572
31,37,4,14,5.952494
31,50,4,8,5.116829
31,37,4,12,4.951892
31,37,4,14,5.89435
31,37,4,12,6.357876
31,37,4,6,5.036578
31,37,4,12,5.97718
31,37,4,12,5.544651
31,37,4,6,5.547279
31,34,4,16,6.357876
31,37,4,14,6.134774
31,37,4,10,6.210399
31,37,4,6,2.980917
31,37,4,14,5.441835
31,37,4,8,6.016904
31,37,4,9,5.847161
31,37,4,7,5.901214
31,37,4,12,5.075775
31,37,4,16,5.97718
31,37,4,12,6.001272
31,37,4,16,6.868635
31,37,4,8,5.88373
31,37,4,14,5.308363
31,37,4,14,5.390563
31,37,4,15,5.664895
31,34,4,7,5.354861
31,37,4,8,5.787497
31,37,4,5,5.154292
31,26,4,12,6.594229
31,37,4,17,6.134774
31,37,4,7,5.151122
31,37,4,12,6.001272
31,37,4,11,5.813269
31,42,4,12,6.357876
31,51,4,11,5.716838
31,25,4,12,5.595926
31,37,4,12,5.952494
31,37,4,8,5.595926
31,37,4,12,6.472673
31,37,4,16,6.397096
31,37,4,14,5.687953
31,37,4,10,6.134774
31,37,4,16,6.645516
31,37,4,9,5.680763
31,42,4,16,6.567565
31,37,4,12,5.796467
31,34,4,15,5.927182
31,37,4,12,5.589479
31,37,4,12,5.34848
31,37,4,13,5.867503
31,37,4,6,4.749104
31,37,4,12,5.915839
31,13,4,12,5.952494
31,37,4,12,6.047781
31,37,4,8,5.20833
31,37,4,12,5.298817
31,45,4,16,6.175587
31,37,4,16,5.78928
31,37,4,13,6.252534
31,37,4,12,5.847161
31,37,4,4,4.60636
31,37,4,12,5.521845
31,51,4,4,5.521845
31,37,4,5,5.075799
31,37,4,12,5.911682
31,37,4,9,4.749104
31,36,4,16,6.594229
31,37,4,17,6.564045
31,37,4,16,5.928719
31,37,4,14,6.312188
31,27,4,16,5.952494
31,37,4,14,7.099726
31,37,4,12,5.952494
31,29,4,13,5.664895
31,37,4,12,5.55363
31,36,4,20,6.763285
31,37,4,14,5.810392
31,37,4,6,5.220356
31,51,4,13,5.607443
31,37,4,16,6.047781
31,19,4,14,6.2148
31,13,4,8,4.740263
31,37,4,12,4.93087
31,54,4,10,4.641984
31,37,4,12,5.595926
31,21,4,15,5.729413
31,37,4,12,5.760175
31,37,4,13,5.729413
31,37,4,12,5.798218
31,37,4,10,5.311215
31,37,4,16,6.711296
31,37,4,13,5.834867
31,22,4,19,5.847161
31,37,4,14,5.521845
31,51,4,12,5.847161
31,37,4,17,5.664895
31,37,4,17,6.422404
31,37,4,12,5.901214
31,44,4,12,5.986606
31,37,4,10,5.142394
31,37,4,10,5.927259
31,37,4,12,6.001272
31,42,4,12,5.345733
31,37,4,12,5.48264
31,47,4,7,5.704199
31,37,4,9,5.354861
31,37,4,3,4.257384
31,37,4,12,5.729413
31,37,4,14,6.19617
31,17,4,9,5.234334
31,37,4,16,5.20833
31,37,4,8,5.664895
31,37,4,8,5.870356
31,13,4,12,6.255492
31,45,4,12,5.847161
31,37,4,6,5.259597
31,37,4,8,5.875773
31,39,4,12,7.090598
31,37,4,14,5.901214
31,37,4,11,6.32398
31,37,4,12,5.847161
31,37,4,12,6.049597
31,26,4,12,5.154292
31,40,4,17,6.175587
31,37,4,7,4.972081
31,37,4,12,6.745349
31,37,4,16,6.868635
31,37,4,17,6.328115
31,37,4,12,5.874553
31,37,4,7,5.847161
31,42,4,12,6.461624
31,37,4,14,6.001272
31,37,4,10,5.285739
31,47,4,12,6.63345
31,37,4,14,6.175587
31,37,4,16,6.050504
31,37,4,12,5.861498
31,45,4,13,5.865208
31,37,4,10,5.354861
31,37,4,15,5.790019
31,37,4,12,5.952494
31,37,4,8,2.961499
31,37,4,10,5.704338
31,37,4,12,5.790019
31,37,4,8,5.723145
31,37,4,12,6.070249
31,51,4,10,5.664895
31,37,4,12,5.729413
31,37,4,8,5.635147
31,37,4,12,6.092223
31,37,4,10,4.204693
31,37,4,12,5.884768
31,37,4,8,5.655492
31,37,4,10,5.441835
31,36,4,16,5.593782
31,54,4,11,6.453171
31,28,4,10,5.441835
31,47,4,12,5.664895
31,18,4,12,5.441835
31,1,4,10,5.847161
31,36,4,20,5.952494
31,47,4,16,5.729413
31,20,4,17,5.952494
31,47,4,19,5.704615
31,47,4,19,5.704615
31,22,4,12,5.259597
31,48,4,18,6.888435
31,5,4,20,6.357876
31,42,4,13,6.356542
31,42,4,16,6.001272
31,47,4,12,5.886382
31,47,4,12,5.441835
31,48,4,13,6.620201
31,29,4,12,6.320219
31,28,4,8,5.734891
31,47,4,12,5.362104
31,47,4,13,5.996978
31,47,4,8,5.399293
31,47,4,12,6.32018
31,47,4,6,4.829083
31,5,4,16,5.613619
31,47,4,8,6.551223
31,47,4,20,6.502469
31,47,4,12,5.521845
31,47,4,17,5.847883
31,47,4,12,5.441835
31,47,4,9,5.686649
31,26,4,18,4.749104
31,47,4,12,6.248824
31,47,4,8,6.050662
31,47,4,12,5.965407
31,38,4,17,6.578316
31,21,4,12,5.790019
31,47,4,16,7.083727
31,47,4,12,5.595926
31,47,4,16,6.357876
31,47,4,12,6.045506
31,18,4,14,5.559572
31,47,4,12,5.635133
31,47,4,11,5.918946
31,47,4,10,5.39581
31,47,4,13,7.017041
31,47,4,12,6.175587
31,47,4,9,5.441835
31,17,4,16,6.32329
31,47,4,16,6.271969
31,47,4,12,6.357876
31,21,4,8,5.521845
31,47,4,10,6.134774
31,47,4,12,5.778188
31,47,4,8,5.259597
31,17,4,12,6.288895
31,47,4,8,5.354861
31,47,4,14,5.690554
31,1,4,2,5.035328
31,47,4,12,5.671537
31,47,4,16,6.047781
31,34,4,16,5.940434
31,47,4,12,5.795882
31,47,4,13,4.912195
31,36,4,18,6.406658
31,47,4,12,5.917911
31,53,4,12,6.001272
31,47,4,5,4.657713
31,47,4,14,5.441835
31,47,4,8,3.652156
31,51,4,12,6.288895
31,13,4,12,5.754098
31,1,4,15,6.175587
31,47,4,12,5.952494
31,47,4,15,5.833742
31,45,4,16,5.847161
31,47,4,7,5.971912
31,47,4,20,3.547072
31,47,4,6,5.298942
31,47,4,8,6.001495
31,47,4,12,6.092223
31,47,4,12,5.840218
31,1,4,12,6.422404
31,47,4,3,5.051457
31,39,4,12,6.001272
31,47,4,16,5.707302
31,47,4,12,5.527214
31,47,4,20,7.31322
31,47,4,5,4.344055
31,47,4,10,5.29915
31,47,4,12,5.521845
31,11,4,10,5.943121
31,47,4,11,5.952494
31,47,4,6,5.036578
31,47,4,13,6.134774
31,47,4,12,6.175587
31,6,4,13,6.175587
31,47,4,12,5.521845
31,47,4,3,5.927259
31,47,4,12,6.175587
31,47,4,6,5.154292
31,47,4,11,5.693797
31,47,4,11,6.001272
31,47,4,8,5.543595
31,47,4,9,5.552529
31,51,4,12,6.001272
31,47,4,18,5.870507
31,47,4,12,5.824695
31,47,4,11,5.434904
31,39,4,15,6.380937
31,47,4,18,6.266151
31,47,4,12,5.769222
31,37,4,11,6.540169
31,1,4,12,6.357876
31,47,4,11,6.319141
31,47,4,16,6.521102
31,47,4,13,5.218795
31,47,4,9,6.024797
31,47,4,12,5.901214
31,47,4,12,8.466426
31,47,4,12,5.790019
31,47,4,14,6.288895
31,47,4,12,6.214808
31,51,4,16,6.740815
31,47,4,9,5.559572
31,47,4,6,5.729725
31,47,4,16,6.437905
31,47,4,8,5.441835
31,47,4,7,5.303592
31,47,4,8,5.595926
31,47,4,10,5.441835
31,47,4,16,6.092223
31,47,4,14,6.024797
31,37,4,12,5.027795
31,47,4,10,5.562529
31,47,4,4,3.747239
31,47,4,12,5.664895
31,47,4,2,5.154292
31,51,4,12,5.670875
31,47,4,8,3.740048
31,42,4,16,5.909584
31,47,4,8,5.465704
31,53,4,9,5.034166
31,53,4,12,6.357876
31,53,4,9,6.25563
31,40,4,13,3.621774
31,53,4,16,6.512002
31,53,4,11,5.690554
31,53,4,12,4.01988
31,53,4,13,5.664895
31,46,4,14,5.354861
31,53,4,13,5.037202
31,30,4,12,5.441835
31,53,4,12,6.185536
31,53,4,16,5.259597
31,16,4,19,6.508568
31,17,4,16,6.357876
31,30,4,12,6.453171
31,5,4,12,6.32398
31,53,4,12,5.744938
31,6,4,12,6.397096
31,13,4,12,6.154062
31,49,4,12,4.749104
31,53,4,16,6.195386
31,6,4,20,6.547919
31,48,4,2,5.942987
31,27,4,12,6.563062
31,40,4,12,6.868635
31,40,4,12,5.298817
31,53,4,9,5.776401
31,53,4,13,5.729413
31,38,4,12,5.684691
31,53,4,12,5.521845
31,46,4,12,5.664895
31,40,4,11,5.729413
31,53,4,12,5.635147
31,53,4,16,6.32398
31,40,4,13,5.748831
31,40,4,13,5.666227
31,16,4,12,6.963936
31,40,4,12,6.2148
31,36,4,13,6.288895
31,8,4,16,5.754098
31,19,4,14,5.787497
31,53,4,14,5.920237
31,35,4,19,6.459078
31,28,4,14,6.645516
31,54,4,8,6.157744
31,42,4,20,6.327729
31,12,4,15,6.609125
31,53,4,12,5.319721
31,53,4,18,6.288895
31,16,4,12,5.946477
31,8,4,12,6.001272
31,53,4,12,6.907851
31,53,4,15,6.042313
31,53,4,12,5.847161
31,53,4,12,6.151647
31,26,4,12,5.595926
31,42,4,16,6.755702
31,53,4,12,6.357876
31,53,4,14,6.288895
31,53,4,12,5.011468
31,8,4,15,6.2451
31,38,4,11,6.582525
31,27,4,12,6.263636
31,46,4,12,5.883671
31,29,4,12,5.765991
31,31,4,17,6.502498
31,39,4,14,5.441835
31,6,4,16,5.878469
31,30,4,15,6.643138
31,47,4,14,5.790019
31,38,4,12,5.810968
31,53,4,11,6.122619
31,6,4,12,5.970329
31,38,4,11,5.595926
31,49,4,14,5.559572
31,53,4,14,6.483019
31,42,4,16,6.40507
31,16,4,11,5.145208
31,53,4,2,6.422404
31,53,4,10,4.675274
31,27,4,20,6.109461
31,48,4,16,6.001272
31,53,4,15,6.134774
31,53,4,12,5.330932
31,48,4,12,5.666892
31,6,4,16,6.438085
31,48,4,15,6.214816
31,6,4,16,5.847161
31,53,4,14,5.523382
31,40,4,12,5.790019
31,36,4,13,6.461646
31,17,4,16,7.274
31,30,4,12,5.952494
31,38,4,16,7.274
31,42,4,16,6.092223
31,26,4,18,6.397138
31,18,4,20,6.868635
31,42,4,14,6.175587
31,53,4,15,6.233845
31,36,4,12,5.595926
31,53,4,15,6.288895
31,27,4,12,6.422404
31,6,4,12,6.214858
31,53,4,16,6.39066
31,53,4,16,6.304632
31,53,4,16,5.493773
31,17,4,16,7.130976
31,53,4,19,6.175587
31,42,4,19,6.281727
31,53,4,10,5.456033
31,46,4,10,6.383214
31,20,4,14,6.963936
31,53,4,15,6.2148
31,53,4,12,5.847161
31,53,4,12,5.901214
31,40,4,18,6.113725
31,53,4,12,6.223606
31,16,4,13,6.094236
31,39,4,14,6.113725
31,26,4,16,5.704199
31,53,4,14,6.087002
31,23,4,16,6.827817
31,16,4,12,6.422404
31,11,4,14,6.134774
31,53,4,11,5.749822
31,53,4,18,6.427252
31,18,4,18,7.130976
31,53,4,12,5.927182
31,30,4,14,5.826964
31,53,4,15,5.901214
31,36,4,12,6.2148
31,34,4,12,5.704103
31,6,4,12,5.490357
31,53,4,14,6.357876
31,49,4,20,6.796071
31,42,4,12,5.89435
31,53,4,12,5.952494
31,51,4,12,6.024797
31,51,4,12,5.95748
31,8,4,15,6.071137
31,5,4,10,5.664895
31,27,4,16,6.577514
31,51,4,12,5.354861
31,54,4,4,4.749104
31,42,4,12,6.175587
31,51,4,8,5.729413
31,51,4,13,6.195386
31,51,4,12,5.938398
31,51,4,12,5.259597
31,54,4,8,5.380761
31,54,4,14,5.790019
31,17,4,16,6.227031
31,51,4,13,5.906584
31,54,4,12,5.847161
31,51,4,11,5.862046
31,51,4,12,5.813843
31,51,4,12,3.652156
31,17,4,12,6.176786
31,51,4,18,5.952494
31,51,4,12,5.851041
31,51,4,12,5.776997
31,42,4,12,5.901214
31,51,4,14,6.081434
31,51,4,11,5.927259
31,51,4,16,7.274
31,51,4,11,5.615344
31,51,4,11,5.328186
31,51,4,10,5.595926
31,5,4,16,6.288895
31,51,4,12,5.686649
31,54,4,11,6.120517
31,26,4,12,6.092223
31,51,4,19,5.711048
31,47,4,8,4.894101
31,51,4,9,5.308363
31,51,4,6,5.441835
31,47,4,20,6.561058
31,51,4,11,4.418609
31,51,4,10,5.761386
31,51,4,6,5.595926
31,54,4,12,5.837674
31,37,4,20,4.903136
31,51,4,12,5.43347
31,51,4,12,6.357876
31,51,4,12,5.901214
31,51,4,9,4.566949
31,42,4,19,6.341749
31,51,4,12,5.399293
31,51,4,8,5.207277
31,37,4,6,5.521845
31,51,4,11,5.809455
31,50,4,11,5.757141
31,51,4,12,6.077701
31,51,4,12,6.488883
31,51,4,7,5.729413
31,51,4,12,5.117245
31,51,4,12,5.7632
31,37,4,14,5.355013
31,29,4,20,5.729413
31,51,4,12,5.952494
31,51,4,17,5.428029
31,51,4,6,5.49772
31,51,4,6,3.652156
31,51,4,14,6.252534
31,24,4,13,6.1513
31,37,4,12,6.175587
31,51,4,12,8.006534
31,51,4,16,6.598954
31,54,4,5,5.729413
31,51,4,8,5.441835
31,51,4,12,5.259597
31,37,4,19,5.664895
31,25,4,12,5.272506
31,42,4,12,5.108855
31,50,4,14,6.252534
31,12,4,12,5.704245
31,36,4,13,5.441835
31,51,4,12,6.442203
31,36,4,14,5.879404
31,51,4,8,6.357876
31,54,4,14,7.260644
31,42,4,12,6.074683
31,42,4,13,6.313729
31,37,4,12,5.857109
31,36,4,18,7.274
31,54,4,13,4.507496
31,51,4,12,5.468141
31,51,4,6,5.595926
31,17,4,12,4.980044
31,13,4,15,6.32018
31,37,4,12,6.175587
31,42,4,12,6.001272
31,37,4,4,3.657131
31,42,4,12,5.812637
31,9,4,12,6.134774
31,34,4,15,5.901214
31,37,4,12,5.901214
31,51,4,6,5.952494
31,27,4,14,6.383864
31,51,4,9,6.357876
31,51,4,12,5.631005
31,39,4,14,5.521845
31,51,4,12,5.952494
31,51,4,17,5.441835
31,54,4,17,5.952494
31,51,4,11,5.847161
31,1,4,16,6.6943
31,39,4,20,6.328115
31,51,4,12,6.062219
31,51,4,7,4.978721
31,36,4,17,6.512002
31,45,4,12,6.048008
31,13,4,10,5.729413
31,37,4,6,6.126827
31,42,4,18,3.11778
31,51,4,12,5.952494
31,51,4,9,5.938398
31,51,4,16,6.567565
31,36,4,16,5.664895
31,33,4,11,6.206304
31,51,4,18,4.425346
31,51,4,7,5.664895
31,34,4,19,6.481548
31,51,4,10,6.175987
31,51,4,12,5.704199
31,11,4,12,5.528105
31,47,4,8,5.317837
31,39,4,12,6.288895
31,34,4,19,6.134774
31,48,4,20,7.274
31,51,4,0,6.422404
31,51,4,12,5.466517
31,39,4,20,6.868635
31,12,4,20,5.909075
31,54,4,12,5.539376
31,36,4,13,6.262849
31,55,4,16,6.602092
31,11,4,12,6.397096
31,22,4,17,6.604699
31,42,4,20,6.512002
31,17,4,16,6.288895
31,48,4,16,5.944967
31,36,4,19,6.825314
31,37,4,15,6.645516
31,36,4,18,6.175587
31,42,4,18,6.485956
31,42,4,12,6.214808
31,42,4,8,5.32362
31,26,4,16,6.8468
31,42,4,12,7.115473
31,48,4,16,6.594229
31,25,4,18,6.594229
31,51,4,18,6.981953
31,25,4,13,6.39066
31,51,4,16,6.195005
31,17,4,18,6.822595
31,26,4,18,6.694538
31,26,4,19,6.848434
31,20,4,14,6.512002
31,37,4,12,6.070693
31,51,4,12,6.763285
31,6,4,20,6.902066
31,20,4,20,6.827817
31,36,4,20,6.540169
31,27,4,14,5.298817
31,37,4,17,7.047626
31,36,4,18,5.097166
31,18,4,17,6.469095
31,51,4,12,6.092223
31,51,4,12,6.32398
31,1,4,18,6.488006
31,51,4,12,6.32398
31,42,4,14,6.428633
31,19,4,20,6.828858
31,42,4,18,6.39066
31,47,4,12,6.441897
31,36,4,20,6.339955
31,17,4,18,6.92727
31,9,4,16,6.175587
31,51,4,12,6.14158
31,51,4,10,6.714474
31,47,4,16,6.645516
31,11,4,16,6.205529
31,55,4,10,5.790019
31,55,4,16,5.952494
31,55,4,12,6.134774
31,55,4,12,5.298798
31,55,4,9,7.076943
31,55,4,10,5.230235
31,55,4,8,5.664895
31,55,4,12,5.441835
31,55,4,12,5.154292
31,55,4,8,4.871706
31,55,4,19,6.134774
31,55,4,12,5.664895
31,55,4,13,5.697674
31,55,4,12,5.952494
31,27,4,12,6.357876
31,55,4,12,5.982045
31,55,4,12,6.014514
31,55,4,12,6.34513
31,55,4,12,5.90489
31,55,4,12,6.092223
31,55,4,8,6.434824
31,55,4,12,6.043226
31,55,4,13,5.787664
31,55,4,12,5.404178
31,55,4,12,5.185988
31,55,4,9,6.645516
31,55,4,12,6.175587
31,56,4,15,6.645516
31,55,4,12,6.167154
31,55,4,8,5.95499
31,55,4,17,6.312546
31,27,4,16,6.478303
31,55,4,5,5.664895
31,38,4,19,7.274
31,55,4,12,2.910468
31,55,4,10,5.664895
31,55,4,12,5.790019
31,55,4,12,6.010749
31,55,4,9,6.001272
31,55,4,12,5.914282
31,55,4,8,5.631005
31,55,4,12,7.635545
31,55,4,11,5.702179
31,18,4,12,6.685237
31,55,4,12,5.308363
31,17,4,14,6.175587
31,55,4,12,5.901214
31,55,4,12,5.863139
31,55,4,12,5.952494
31,55,4,8,5.542394
31,55,4,16,6.423653
31,55,4,12,5.48264
31,17,4,12,6.645516
31,55,4,12,5.595926
31,47,4,12,5.790019
31,19,4,15,6.04307
31,55,4,12,5.716205
31,17,4,12,6.158498
31,55,4,12,5.595926
31,55,4,12,6.214846
31,55,4,20,5.991715
31,55,4,8,3.142991
31,17,4,19,5.795882
31,55,4,12,5.729413
31,55,4,12,1.213542
31,55,4,20,4.513603
31,55,4,12,5.568435
31,55,4,12,5.696383
31,55,4,12,6.305538
31,55,4,11,5.622698
31,55,4,10,6.233845
31,55,4,12,6.198682
31,46,4,18,6.214416
31,55,4,17,6.528458
31,27,4,14,6.483019
31,55,4,16,6.512002
31,42,4,14,5.948487
31,55,4,12,5.729413
31,27,4,12,4.056789
31,55,4,12,6.053314
31,55,4,14,6.047781
31,55,4,12,5.860951
31,55,4,12,5.610106
31,55,4,8,5.336521
31,55,4,16,6.175587
31,55,4,12,5.760175
31,26,4,14,6.175587
